Timestamp,Chester_X,Chester_Y,Chester_Theta,Detected_Human_X,Detected_Human_Y,Detected_Distance,Detected_Confidence,True_Distance,Human_X,Human_Y
1746642187.7529,-1.99993923907928,-0.499999605197064,4.1297568077458E-05,3.18312001228333,-0.129012897610664,3.18573331832886,0.692453742027283,3.18573331832886,1.28835,-0.545946
1746642188.25912,-1.99993905049962,-0.499999585772696,4.17112709394074E-05,3.18312001228333,-0.129012897610664,3.18573331832886,0.692453742027283,3.18573331832886,1.28835,-0.545946
1746642188.75389,-1.99993917765392,-0.49999954561559,4.20297346804388E-05,3.18114757537842,-0.122936084866524,3.18352222442627,0.713546752929688,3.18352222442627,1.28835,-0.545946
1746642189.25296,-1.99993928587018,-0.499999612709279,4.24631640673844E-05,3.18114757537842,-0.122936084866524,3.18352222442627,0.713546752929688,3.18352222442627,1.28835,-0.545946
1746642189.75382,-1.99993923496218,-0.499999537678515,4.28024628710541E-05,3.18114757537842,-0.122936084866524,3.18352222442627,0.713546752929688,3.18352222442627,1.28835,-0.545946
1746642190.25265,-1.99993921419724,-0.499999497198026,4.3164401818143E-05,3.18114757537842,-0.122936084866524,3.18352222442627,0.713546752929688,3.18352222442627,1.28835,-0.545946
1746642190.75504,-1.99993931110885,-0.499999535538441,4.34894161781362E-05,,,,,,1.28835,-0.545946
1746642191.25547,-1.99993932784331,-0.499999592221275,4.38706052873051E-05,,,,,,1.28835,-0.545946
1746642191.75617,-1.99993927971381,-0.49999952463208,4.41255257036414E-05,,,,,,1.28835,-0.545946
1746642192.25273,-1.99993919755579,-0.499999607379839,4.44807307966403E-05,,,,,,1.28835,-0.545946
1746642192.75827,-1.98967346884841,-0.500001149577757,-0.00061853167142,3.17986989021301,-0.122886702418327,3.18224358558655,0.69729471206665,3.18224358558655,1.28835,-0.545946
1746642193.25474,-1.9624662573267,-0.500052934230278,-0.003221893955831,3.17986989021301,-0.122886702418327,3.18224358558655,0.69729471206665,3.18224358558655,1.28835,-0.545946
1746642193.75556,-1.93526093757537,-0.500175956247664,-0.005838729627612,3.17986989021301,-0.122886702418327,3.18224358558655,0.69729471206665,3.18224358558655,1.28835,-0.545946
1746642194.25553,-1.90125596689395,-0.500429579632633,-0.009109975844269,3.17986989021301,-0.122886702418327,3.18224358558655,0.69729471206665,3.18224358558655,1.28835,-0.545946
1746642194.75518,-1.87405256851376,-0.500712775805904,-0.011726843030233,,,,,,1.28835,-0.545946
1746642195.26189,-1.84344974339216,-0.501116574312445,-0.014670757183488,3.17986989021301,-0.122886702418327,3.18224358558655,0.713008046150208,3.18224358558655,1.28835,-0.545946
1746642195.76659,-1.81624838066198,-0.501551115798159,-0.017287584905968,3.17986989021301,-0.122886702418327,3.18224358558655,0.713008046150208,3.18224358558655,1.28835,-0.545946
1746642196.2596,-1.78904819195963,-0.50205662283562,-0.019904539681129,3.17986989021301,-0.122886702418327,3.18224358558655,0.713008046150208,3.18224358558655,1.28835,-0.545946
1746642196.75259,-1.76184930140127,-0.502633461716987,-0.022521404396135,3.17986989021301,-0.122886702418327,3.18224358558655,0.713008046150208,3.18224358558655,1.28835,-0.545946
1746642197.25454,-1.72785303306613,-0.50345460330811,-0.025792493219793,,,,,,1.28835,-0.545946
1746642197.76143,-1.70065809661125,-0.504191512945224,-0.028409396293763,,,,,,1.28835,-0.545946
1746642198.2542,-1.67346535769843,-0.504999708205868,-0.031026210674731,,,,,,1.28835,-0.545946
1746642198.7539,-1.64287591543758,-0.505993814305663,-0.033970247253873,,,,,,1.28835,-0.545946
1746642199.25965,-1.61908621202553,-0.506829324759924,-0.036260031124179,3.18065500259399,-0.098933227360249,3.18219327926636,0.621411681175232,3.18219327926636,1.28835,-0.545946
1746642199.75275,-1.59190113619734,-0.507845664632358,-0.038431374694201,3.18065500259399,-0.098933227360249,3.18219327926636,0.621411681175232,3.18219327926636,1.28835,-0.545946
1746642200.25488,-1.56132081633769,-0.509057576786185,-0.040801126732874,3.18065500259399,-0.098933227360249,3.18219327926636,0.621411681175232,3.18219327926636,1.28835,-0.545946
1746642200.76212,-1.53753801228837,-0.51005038715599,-0.042644307537255,3.18065500259399,-0.098933227360249,3.18219327926636,0.621411681175232,3.18219327926636,1.28835,-0.545946
1746642201.25378,-1.51035998777832,-0.511238558353875,-0.044750918310828,,,,,,1.28835,-0.545946
1746642201.7592,-1.48318442596028,-0.512483883465598,-0.046857572663388,,,,,,1.28835,-0.545946
1746642202.25258,-1.45601177039616,-0.513786581232739,-0.048964142449843,,,,,,1.28835,-0.545946
1746642202.7534,-1.43223792508643,-0.514973364193824,-0.050807402778448,,,,,,1.28835,-0.545946
1746642203.25301,-1.40167474139019,-0.516563702856843,-0.053177277528592,,,,,,1.28835,-0.545946
1746642203.75382,-1.3677204614722,-0.518415489428192,-0.055810582966014,,,,,,1.28835,-0.545946
1746642204.25768,-1.33716561323848,-0.520158782432922,-0.058180407063357,,,,,,1.28835,-0.545946
1746642204.75356,-1.33044410678441,-0.520552460184884,-0.05909981241911,,,,,,1.28835,-0.545946
1746642205.25449,-1.33044229983052,-0.520552545522538,-0.059100861811911,,,,,,1.28835,-0.545946
1746642205.75536,-1.33044256648703,-0.520552409284761,-0.059100671721183,,,,,,1.28835,-0.545946
1746642206.25842,-1.33044275577086,-0.520552423944991,-0.059100263245258,,,,,,1.28835,-0.545946
1746642206.76837,-1.32698297404874,-0.520757194825961,-0.059099678178066,2.99932336807251,-0.03675177320838,2.99954843521118,0.751225411891937,2.99954843521118,1.28835,-0.545946
1746642207.25618,-1.29982696339965,-0.522375320142719,-0.059928359423363,2.99932336807251,-0.03675177320838,2.99954843521118,0.751225411891937,2.99954843521118,1.28835,-0.545946
1746642207.76275,-1.27606971008199,-0.523809430825082,-0.0606544190009,2.60052824020386,0.136598825454712,2.60411334037781,0.715826809406281,2.60411334037781,1.28835,-0.545946
1746642208.25439,-1.24892379893766,-0.525424499630132,-0.057654859271808,2.60052824020386,0.136598825454712,2.60411334037781,0.715826809406281,2.60411334037781,1.28835,-0.545946
1746642208.75331,-1.21837866316719,-0.527126797620837,-0.053653005033204,2.60052824020386,0.136598825454712,2.60411334037781,0.715826809406281,2.60411334037781,1.28835,-0.545946
1746642209.25458,-1.19122185646734,-0.528537440861583,-0.050096832674665,2.60052824020386,0.136598825454712,2.60411334037781,0.715826809406281,2.60411334037781,1.28835,-0.545946
1746642209.78232,-1.1640603346289,-0.529851492036778,-0.046540602373043,,,,,,1.28835,-0.545946
1746642210.25766,-1.14029040257087,-0.530922079984417,-0.043428845483852,,,,,,1.28835,-0.545946
1746642210.75341,-1.11651708916026,-0.531918595423999,-0.040317198846031,,,,,,1.28835,-0.545946
1746642211.27302,-1.09274088229395,-0.532841334340655,-0.037205467737767,,,,,,1.28835,-0.545946
1746642211.75402,-1.06556462989749,-0.533805101625157,-0.033649280562434,,,,,,1.28835,-0.545946
1746642212.25757,-1.03498754062512,-0.534774094139996,-0.02964832862203,,,,,,1.28835,-0.545946
1746642212.75285,-1.00780492830405,-0.535532431651647,-0.026092164073286,,,,,,1.28835,-0.545946
1746642213.25604,-1.00107567186245,-0.535706050703184,-0.025848174161642,,,,,,1.28835,-0.545946
1746642213.75321,-1.00107430548724,-0.535705939779752,-0.025848182766856,,,,,,1.28835,-0.545946
1746642214.25354,-1.00107467369389,-0.53570610599637,-0.025847655914923,,,,,,1.28835,-0.545946
1746642214.75516,-1.00107487299891,-0.535706135754107,-0.025847261746162,,,,,,1.28835,-0.545946
1746642215.25459,-1.00107489250912,-0.535705928522047,-0.025847014550592,,,,,,1.28835,-0.545946
1746642215.7706,-1.00107490115858,-0.53570582073956,-0.025846702942701,,,,,,1.28835,-0.545946
1746642216.25479,-1.00107493371607,-0.53570576651476,-0.025846402691049,,,,,,1.28835,-0.545946
1746642216.75385,-1.00107489274294,-0.535705917916186,-0.025846018808217,2.53431868553162,0.050164002925158,2.53481507301331,0.752126693725586,2.53481507301331,1.28835,-0.545946
1746642217.30124,-0.977215712127172,-0.536312744290817,-0.02484018310284,2.53431868553162,0.050164002925158,2.53481507301331,0.752126693725586,2.53481507301331,1.28835,-0.545946
1746642217.7532,-0.946628785679984,-0.537050003781727,-0.023331868178054,2.53431868553162,0.050164002925158,2.53481507301331,0.752126693725586,2.53481507301331,1.28835,-0.545946
1746642218.25489,-0.916039592361752,-0.537741304307333,-0.02182268738143,2.53431868553162,0.050164002925158,2.53481507301331,0.752126693725586,2.53481507301331,1.28835,-0.545946
1746642218.75511,-0.895646236111056,-0.538176291928092,-0.020816754236231,,,,,,1.28835,-0.545946
1746642219.25905,-0.865055004592344,-0.538790448212315,-0.019307746655162,,,,,,1.28835,-0.545946
1746642219.75511,-0.834463042798214,-0.539358429726847,-0.017798699129168,,,,,,1.28835,-0.545946
1746642220.2647,-0.803870578853917,-0.539880324928059,-0.016289620745584,,,,,,1.28835,-0.545946
1746642220.75675,-0.77327714031992,-0.540356095583219,-0.014780562301651,,,,,,1.28835,-0.545946
1746642221.25508,-0.74608247300396,-0.540740206345185,-0.013439152389636,,,,,,1.28835,-0.545946
1746642221.75263,-0.712088059226862,-0.5411689240075,-0.011762461600408,,,,,,1.28835,-0.545946
1746642222.25845,-0.708757755374261,-0.541207709987241,-0.011425530845797,,,,,,1.28835,-0.545946
1746642222.75384,-0.708756066420673,-0.541207779358328,-0.011424381252258,,,,,,1.28835,-0.545946
1746642223.25383,-0.708756031034719,-0.541207754951874,-0.011424011414717,,,,,,1.28835,-0.545946
1746642223.75645,-0.705291129238073,-0.54124725167095,-0.01142377797525,2.16077065467834,-0.014256679452956,2.16081762313843,0.783305287361145,2.16081762313843,1.28835,-0.545946
1746642224.25302,-0.678089073987694,-0.541564142875951,-0.011869694411424,2.16077065467834,-0.014256679452956,2.16081762313843,0.783305287361145,2.16081762313843,1.28835,-0.545946
1746642224.75581,-0.647490960154459,-0.541935097661078,-0.012372200264233,2.16077065467834,-0.014256679452956,2.16081762313843,0.783305287361145,2.16081762313843,1.28835,-0.545946
1746642225.25363,-0.620292741912502,-0.542277763539465,-0.012818903063904,2.16077065467834,-0.014256679452956,2.16081762313843,0.783305287361145,2.16081762313843,1.28835,-0.545946
1746642225.75348,-0.589694452122895,-0.542677876301691,-0.013321409295574,,,,,,1.28835,-0.545946
1746642226.25671,-0.565896038808718,-0.542999615016574,-0.01371231540905,1.96966314315796,-0.04641342908144,1.97020995616913,0.817780435085297,1.97020995616913,1.28835,-0.545946
1746642226.75332,-0.535295937386041,-0.54344234835577,-0.015362410223426,1.96966314315796,-0.04641342908144,1.97020995616913,0.817780435085297,1.97020995616913,1.28835,-0.545946
1746642227.25268,-0.511496539029361,-0.54382457588875,-0.016758756442434,1.96966314315796,-0.04641342908144,1.97020995616913,0.817780435085297,1.97020995616913,1.28835,-0.545946
1746642227.75382,-0.48089771154107,-0.544364711798278,-0.018554350001798,1.96966314315796,-0.04641342908144,1.97020995616913,0.817780435085297,1.97020995616913,1.28835,-0.545946
1746642228.26244,-0.457099626367037,-0.544822866675425,-0.01995087140028,,,,,,1.28835,-0.545946
1746642228.75346,-0.42650295476153,-0.545460816466599,-0.021746342056981,,,,,,1.28835,-0.545946
1746642229.25517,-0.395907394491707,-0.546153545817749,-0.023541922765763,,,,,,1.28835,-0.545946
1746642229.75514,-0.36871239043588,-0.546815491766747,-0.025137972713996,,,,,,1.28835,-0.545946
1746642230.2553,-0.338119069350365,-0.547614019234971,-0.027171793315968,1.8881471157074,-0.055170789361,1.88895297050476,0.827460527420044,1.88895297050476,1.28835,-0.545946
1746642230.75272,-0.310925988562636,-0.548379891522392,-0.029151150550496,1.8881471157074,-0.055170789361,1.88895297050476,0.827460527420044,1.88895297050476,1.28835,-0.545946
1746642231.25577,-0.276937077316124,-0.549412907740696,-0.031624829934923,1.8881471157074,-0.055170789361,1.88895297050476,0.827460527420044,1.88895297050476,1.28835,-0.545946
1746642231.75496,-0.242950894587841,-0.550529825862505,-0.03409861897156,1.8881471157074,-0.055170789361,1.88895297050476,0.827460527420044,1.88895297050476,1.28835,-0.545946
1746642232.25991,-0.212365717396184,-0.551607013477143,-0.036324963802399,,,,,,1.28835,-0.545946
1746642232.75337,-0.188578934237149,-0.552491990216726,-0.038056515098289,,,,,,1.28835,-0.545946
1746642233.25372,-0.154600403284988,-0.553828473248763,-0.040625855815983,1.74401307106018,-0.054246950894594,1.74485647678375,0.825641691684723,1.74485647678375,1.28835,-0.545946
1746642233.75523,-0.124022787857966,-0.555107615358205,-0.042995598121224,1.74401307106018,-0.054246950894594,1.74485647678375,0.825641691684723,1.74485647678375,1.28835,-0.545946
